PC1,PC2,vitesse
-0.4285000380312609,0.01885848134296264,LENT
-0.644022643212017,0.1921671502432707,LENT
-0.6105601219042425,0.17150247721629608,LENT
-0.4416376173048072,-0.09287076879406264,LENT
-0.7022763585476631,0.24820139338699754,LENT
-0.5957314445086426,-0.11919248462610099,LENT
-0.7692079980308654,0.23274812528371935,LENT
-0.5456415159818515,-0.0062467677567132895,LENT
-0.46818006867859663,-0.014039328620136793,LENT
-0.468531650081658,-0.21202132973261456,LENT
-0.5399464548841609,-0.12886071910151742,LENT
0.03464959180578275,-0.1410906397798426,MOYEN
0.08282854724729671,-0.08208302406970791,MOYEN
0.11143188514571745,-0.09399919513796284,MOYEN
0.014031238190952422,-0.14582785234753715,MOYEN
0.04946760802996275,-0.12594727642410053,MOYEN
0.09608487629367368,-0.10968656443010083,MOYEN
-0.37612743940873306,0.32756494723477037,MOYEN
-0.1149498078155542,-0.28222132682829404,MOYEN
-0.08728185698607982,-0.2996943642653056,MOYEN
-0.07610117559855634,-0.3340961374281015,MOYEN
-0.08001373271024437,-0.3513816610800866,MOYEN
-0.0888146959833811,-0.3306798343268902,MOYEN
-0.10446863457911548,-0.24697712758072932,MOYEN
-0.0701096286030507,-0.30013780721580385,MOYEN
-0.09467554511206755,-0.26347202780315726,MOYEN
-0.12548159325200903,-0.1464412145467726,MOYEN
-0.10287425651050275,-0.2097780232788784,MOYEN
0.052509149379409426,-0.1397920417874774,MOYEN
0.0331389377976925,-0.1653036104024661,MOYEN
0.07157386873935123,-0.13406560746862706,MOYEN
0.026021451483147162,-0.12046096951123442,MOYEN
-0.05426839333490907,-0.11363863274055053,MOYEN
-0.16731781458871686,-0.07161659719591551,MOYEN
-0.15568575608383028,-0.06580027771104557,MOYEN
-0.03290591117269259,-0.12553213422685072,MOYEN
-0.03960778926348385,-0.046876038877512904,MOYEN
0.007174920372950089,-0.039189409584854396,MOYEN
-0.12890098716916487,0.011251414842754492,MOYEN
-0.02873439924560972,-0.003799516940189207,MOYEN
-0.09639875093783812,0.15406913991547544,MOYEN
-0.11935993251245369,0.2417778138247364,MOYEN
-0.10558588262064039,0.1727868287846217,MOYEN
-0.026365938282189694,-0.06512538915489063,MOYEN
-0.00027647419227205816,-0.10880937357168197,MOYEN
-0.014453556514156363,0.008062376393179527,MOYEN
-0.07402362247558969,0.15059011616896534,MOYEN
0.08140956275988809,-0.03090968523490023,MOYEN
0.11741963329631422,-0.1531173897478979,MOYEN
0.07085196320690179,-0.017804447512119737,MOYEN
-0.005670094716810237,-0.06704008589914423,MOYEN
0.07372619415278492,-0.09367745198632971,MOYEN
0.11702701498554702,-0.1617670035176184,MOYEN
0.10111011114093493,0.06174548515681355,MOYEN
0.011622721648451906,0.17540202991926712,MOYEN
0.158421887157703,-0.04994189584165021,MOYEN
0.2111684718156177,-0.026716326653337674,MOYEN
0.1345797210365829,0.12312036824161066,MOYEN
0.22407032689459494,-0.05395872564920268,MOYEN
0.19160120869936703,-0.07959784675522208,MOYEN
0.19570071062027838,-0.052141975281129405,MOYEN
0.17561694921561455,-0.022797552334973048,MOYEN
0.18976339542327625,0.08310167590479711,MOYEN
0.1329669191020344,0.025795716766406684,MOYEN
0.3950141346583764,-0.003083328102730043,MOYEN
-0.12157496736689133,-0.15573149054918467,MOYEN
-0.10587212180800609,-0.12454733451263245,MOYEN
-0.15287772876554873,0.051862961601582214,MOYEN
-0.16367960726575514,0.05464041582052559,MOYEN
-0.06475551008787872,-0.18058668160049862,MOYEN
-0.010765898531929885,-0.2351221747733927,MOYEN
-0.02712994540458813,-0.2852493435099328,MOYEN
-0.014906228235005647,-0.2818624564675405,MOYEN
0.052314410960748736,-0.42981822258141733,MOYEN
0.0768699234688901,-0.4350430426432226,MOYEN
-0.0030064534018434674,-0.2691823085391585,MOYEN
-0.08470493497148968,-0.045566822711351485,MOYEN
-0.1530634884007691,0.12546955439831997,MOYEN
-0.09634288233583521,-0.0777476960900021,MOYEN
0.0070680443491162315,-0.3520464844638971,MOYEN
0.04963855174221243,-0.29421733225197233,MOYEN
0.19965403179597985,-0.22379024180252394,MOYEN
0.2661581891535212,-0.24923766065579755,MOYEN
0.11288170554384247,-0.08648563765838624,MOYEN
0.12714937715951935,-0.16262922026544935,MOYEN
0.18814220183262087,-0.2802447334177405,MOYEN
0.13028603707047814,-0.26855438580892343,MOYEN
0.11458587807127785,-0.28509748253789,MOYEN
0.06509297810198555,-0.25645768579311223,MOYEN
0.02459146390729683,-0.1630245711991165,MOYEN
0.0006349717378939523,-0.0794928698507622,MOYEN
0.021527246346600526,-0.045381457283935944,MOYEN
0.02697028427368431,0.021749896971194005,MOYEN
0.08552435919598533,-0.2254463825298707,MOYEN
0.12619317971645216,-0.19261711768853296,MOYEN
0.11938387925021288,-0.3083591629230771,MOYEN
0.05602012839728299,-0.17565377072865918,MOYEN
0.05492605513027682,-0.1641871913605133,MOYEN
0.11576357623816724,-0.27787082104882277,MOYEN
0.10270392140518014,-0.2689509879321603,MOYEN
0.10491750870831984,-0.2684763328890005,MOYEN
0.13835147303033946,-0.3355752674424153,MOYEN
0.4834902326512478,0.1229547403948148,RAPIDE
0.9080515477627811,0.2619088609109115,RAPIDE
0.6035673598662867,0.04984920705276075,RAPIDE
0.5112949891630849,0.2564606808375718,RAPIDE
0.42250331645435235,0.10635746699935211,RAPIDE
0.2367085977668666,0.002846701809311014,RAPIDE
0.140193302725784,-0.044650534677084686,RAPIDE
0.48440741487666816,0.03191861553399811,RAPIDE
0.4195300537661075,0.17516206855128935,RAPIDE
0.3085947890528098,-0.09239736835087164,RAPIDE
0.33347759846698843,-0.09232739094693443,RAPIDE
0.36417566189032935,-0.06955452822311603,RAPIDE
0.4088553178811438,-0.13931858303324418,RAPIDE
0.4466418687684468,-0.03210503589132507,RAPIDE
0.4489113379793179,0.1458969433710786,RAPIDE
0.48313993463934635,0.24717528704107217,RAPIDE
0.5165097152185296,0.011131827420874707,RAPIDE
0.5005601774940285,-0.058721144058398345,RAPIDE
0.5315525551326061,-0.13575973125748586,RAPIDE
0.2582224829304369,-0.009215180924121213,RAPIDE
0.29544106895790967,0.030217225142426862,RAPIDE
0.3993033674547499,0.017274622354406688,RAPIDE
0.34909070846473544,-0.053919454545927614,RAPIDE
0.3594210465762826,0.0045737246806174525,RAPIDE
0.4221178811268389,0.045644340501417524,RAPIDE
0.37030037570573104,0.07554393579434393,RAPIDE
0.17679248669770886,-0.06080315002939951,RAPIDE
0.1845652819897894,-0.1523695769449267,RAPIDE
0.30683310584776535,-0.1082040896811538,RAPIDE
0.4268787160412997,0.028370504268885988,RAPIDE
0.1507396209740648,0.21808157793436678,RAPIDE
0.30344788804565237,0.12864980559489592,RAPIDE
0.2715579512357633,0.26445293407860593,RAPIDE
0.28949942141944907,0.4026840605950399,RAPIDE
0.29149235326501244,0.35786969586035156,RAPIDE
0.30210407353768987,0.23079770485140116,RAPIDE
0.36601804998753096,0.13391319677266278,RAPIDE
0.3706655733759512,0.1408031438665125,RAPIDE
0.32047171531819973,0.33023716906226674,RAPIDE
0.2965085237875056,0.40542589706359244,RAPIDE
0.36182292509968517,0.21051855249940843,RAPIDE
0.6912634903851818,-0.005888456083686933,RAPIDE
0.6686780036991495,-0.004874632689539915,RAPIDE
0.4617821157654889,-0.016287839384491853,RAPIDE
0.5836377305091591,0.4434281476987212,RAPIDE
0.728071939121617,0.5247815164286158,RAPIDE
0.8887200592485118,0.48899095633394074,RAPIDE
1.0317566780028302,0.3081078483885342,RAPIDE
0.5617330252336046,0.024406867195767568,RAPIDE
0.500696122930693,0.07959795572318207,RAPIDE
0.3884523975426526,0.11669580670708424,RAPIDE
0.48037403544836277,0.2730730478722929,RAPIDE
0.5397494453416152,-0.042453830513538016,RAPIDE
0.6448489564129238,0.09677799092483408,RAPIDE
0.4952315382218666,-0.01574554520849425,RAPIDE
0.459247872831005,0.1450335546163073,RAPIDE
0.4046209255096562,0.4014229428985505,RAPIDE
-0.4982150389176335,-0.21878108670957364,RAPIDE
-0.5825459837514094,-0.14653239056691003,RAPIDE
-0.6192382927717502,-0.2126254308591351,RAPIDE
-0.511522674186086,-0.14597998171514348,RAPIDE
-0.4984450466382211,-0.1600661546714477,RAPIDE
-0.4410472259865017,-0.26646111980383846,RAPIDE
-0.4528971442779449,-0.26327872242008254,RAPIDE
-0.46795160977756334,-0.20961834718931893,RAPIDE
0.19617354410283228,0.038315465665924364,RAPIDE
0.22071059518995662,0.004628804388053354,RAPIDE
0.29636857129504723,-0.11965808694249525,RAPIDE
0.29861739846138846,-0.045514105539208316,RAPIDE
0.1079768656654636,0.03956913840375531,RAPIDE
0.31850070323171553,-0.012992598478231088,RAPIDE
0.3596644432229401,0.034303120206333304,RAPIDE
0.2786677154936421,-0.14970959020219965,RAPIDE
0.66410768805787,-0.02511166528790376,RAPIDE
0.68594580212161,-0.014339613794021489,RAPIDE
0.6714853323741561,-0.08521840530704505,RAPIDE
0.6361731828217627,-0.032974223878921904,RAPIDE
0.6459269361412285,0.08088970432516529,RAPIDE
0.579854629697697,-0.0061514170906802335,RAPIDE
0.48809426095614183,-0.19250600446255195,RAPIDE
0.44126603299588063,-0.14065076800965137,RAPIDE
0.737967300859572,-0.24375244052636358,RAPIDE
0.7190931932183136,-0.23952837521135617,RAPIDE
0.7462540898808745,-0.1850178810367895,RAPIDE
0.7588220869221145,-0.12918057774181158,RAPIDE
0.7141139330808992,-0.054971586575290665,RAPIDE
0.6714831076676602,0.03821321622502172,RAPIDE
0.6058698481712972,0.13191861344619404,RAPIDE
0.23818921423332973,0.08039332236469576,RAPIDE
0.24359876214636578,0.015690036838504895,RAPIDE
0.2618376980571222,0.057225721690443265,RAPIDE
0.24765881011732804,-0.09589176725280968,RAPIDE
0.38209976673262225,-0.015446612486967659,RAPIDE
0.3858529923767422,0.034530909062378434,RAPIDE
0.31644379270496303,-0.07319371793493268,RAPIDE
0.3010750399774733,-0.1977269078474837,RAPIDE
0.3901722975061659,0.022436146421182634,RAPIDE
0.5057137185048908,0.10150964663359474,RAPIDE
0.5932612806653588,0.245301830094947,RAPIDE
-0.17010980259298192,-0.19689245438703384,LENT
-0.37312306078557067,0.06337592962457261,LENT
-0.24851931045067666,-0.14077877650479387,LENT
-0.582114033426907,0.05799516993887721,LENT
-0.6889494698668917,-0.02732911121041237,LENT
-0.9232049489309381,0.3663145667371728,LENT
-0.7864353507584614,0.18110155817875917,LENT
-0.6906981810819713,0.04076991226310511,LENT
-0.5133689036831246,-0.15126847328367354,LENT
-0.5665163398354705,-0.10095712075923036,LENT
-0.8218388224165578,0.21820171788954656,LENT
-0.8749145522156406,0.2550650339215137,LENT
-0.6782187374226937,0.13481478035497396,LENT
-0.5717888105231166,0.035100270272057976,LENT
-0.709705362056374,0.1612690366887941,LENT
-0.7504083489992328,0.22937703682572597,LENT
-0.7581754661972329,0.23448524127753512,LENT
-0.6752631934322542,0.19657989246862773,LENT
-0.4662397669461005,0.06968634371708493,LENT
-0.5153788423547844,0.16752060101692923,LENT
-0.5514793547966623,0.10856923366812854,LENT
-0.37842963538681706,0.0624119297699508,LENT
-0.5299487924061529,0.23328761221228778,LENT
-0.5469992891318339,0.13421945347391873,LENT
-0.5451789780938261,0.09881027202759451,LENT
-0.5027135925646412,0.21892094278330188,LENT
-0.5511881202908343,0.21283365803444543,LENT
-0.3884031529412644,-0.03456679205436952,LENT
-0.3443726881848648,-0.032646319220758,LENT
-0.6036711947997532,0.20417984060004812,LENT
-0.5902490001975826,0.3416098831685961,LENT
-0.565792231915739,0.3422246385883456,LENT
-0.5338533694791476,0.12993063823802586,LENT
-0.5572459762159574,0.26238484848400834,LENT
-0.5036540767370009,0.2677530681785312,LENT
-0.5121006901810088,0.13899218672698765,LENT
-0.5943560266741982,0.15461219182227026,LENT
-0.5980244486353834,0.34711628628413926,LENT
-0.741597336831257,0.28592431090926507,LENT
-0.5024934522014832,0.015279702001293138,LENT
-0.4957602367471682,0.004842237469489419,LENT
-0.4661267530133084,0.007090282696421646,LENT
-0.445081046706556,-0.05679705959350212,LENT
-0.20714809421205604,0.02112882962069662,LENT
-0.19014172878740054,-0.09316400107912681,LENT
-0.05777485641624791,-0.015479089651933009,LENT
-0.3143113679097873,0.22645518470676684,LENT
-0.2541788737760402,0.06703028639636432,LENT
-0.21121445081424528,0.08930613737728788,LENT
-0.10409436695605168,-0.006135208293256866,LENT
-0.04995139950855032,0.025985431654194535,LENT
-0.21245459673010747,0.07157915138196103,LENT
0.03105771262974444,-0.09834769020386425,LENT
-0.21854873255506435,0.2551052150423194,LENT
0.11076205304037723,-0.13233614949851624,LENT
0.25223252747694414,-0.03405194474090756,LENT
0.23413397770921995,-0.009676239526220876,LENT
0.27690824794898794,-0.19358633962919214,LENT
0.29051081368079323,-0.19530654726535968,LENT
0.36839034615302246,0.23190196064741997,LENT
0.3851122152061197,0.2726311043017615,LENT
0.18322900367505546,-0.1531136012386778,LENT
0.24438498382797946,-0.11400801873427202,LENT
-0.5911189525686019,-0.024304852179538372,LENT
-0.6077969522198279,-0.027584630041826763,LENT
-0.6099695198059771,-0.005244955966730025,LENT
-0.5642640021401087,-0.001620369013247469,LENT
-0.4422811806328263,-0.08355002200357742,LENT
-0.2715260389010352,-0.048612439480284486,LENT
-0.39528934065956345,-0.050791650655481746,LENT
-0.47344529584492756,-0.02765651277452541,LENT
-0.49453051506428525,-0.05008414678687334,LENT
-0.3913436278742697,-0.07003525888604312,LENT
-0.2845408369765632,-0.10974268557295552,LENT
-0.276759642289337,-0.12627651267847995,LENT
-0.7547111469863236,0.23542885442147998,LENT
-0.4856492901184989,-0.14416492611719978,LENT
-0.16129325087923596,-0.25212052728922973,LENT
-0.3869988751640363,-0.10575185637588991,LENT
-0.4625931621101119,-0.021225304442808124,LENT
-0.5171677426209471,-0.0815955887581925,LENT
-0.5016638019512825,-0.07004865569317698,LENT
-0.45567852686772614,0.06682617920201395,LENT
-0.52620853048765,0.16757229442095678,LENT
-0.5544230702795594,0.2582495345442881,LENT
-0.5525791943187854,0.26137733036136623,LENT
-0.548154742200769,0.21633429691051997,LENT
-0.47556998446927756,0.05905895287642071,LENT
-0.6944278606288311,0.23560379032214573,LENT
-0.6612135581047444,0.21459417748698062,LENT
-0.49220154290699303,-0.05146124598548152,LENT
-0.7529318735498205,0.2916968050692921,LENT
-0.6464966061895345,-0.0742740914064326,LENT
-0.8191798408285246,0.2764776069580952,LENT
-0.5983401519850494,0.03945597452944494,LENT
-0.5196444407854762,0.028723420282505963,LENT
-0.5204996352675868,-0.16683653874267268,LENT
-0.5912467255794687,-0.08241578834360208,LENT
-0.012980527591793578,-0.09986777089974996,MOYEN
0.035621416752482205,-0.04269611619217528,MOYEN
0.06504579617511275,-0.056966011949769246,MOYEN
-0.032897177583643966,-0.10531580924224837,MOYEN
0.0022381545236673794,-0.08599685652849764,MOYEN
0.04828656841415846,-0.06911658142504162,MOYEN
-0.3911892986179013,0.3390810015014276,MOYEN
-0.17126555355453865,-0.234387136835017,MOYEN
-0.143747714314167,-0.2523047701732848,MOYEN
-0.13145270781663387,-0.2869893999428923,MOYEN
-0.1353960203893032,-0.30417786368835475,MOYEN
-0.14537999864863838,-0.28314244387733467,MOYEN
-0.1608090977385026,-0.20045342369046626,MOYEN
-0.12656414289314344,-0.2536700163180212,MOYEN
-0.1512867492588701,-0.21706902284515728,MOYEN
-0.18144739642159347,-0.10139056015548942,MOYEN
-0.15929503727743244,-0.16401704771074854,MOYEN
0.0017676687078105324,-0.09498073697362219,MOYEN
-0.01735872250011905,-0.12063553144552852,MOYEN
0.021095919590635948,-0.08994364977166125,MOYEN
-0.023346213122110715,-0.07797225064423152,MOYEN
-0.10291735046262018,-0.07223831941109271,MOYEN
-0.21525958346473306,-0.029045051437658564,MOYEN
-0.20410832567938741,-0.02219727410474892,MOYEN
-0.08276832746565455,-0.08107058131234446,MOYEN
-0.08864214374491541,-0.00424283500328837,MOYEN
-0.04177909967527027,0.002197871319375544,MOYEN
-0.17465175046021164,0.05016778985657755,MOYEN
-0.07498744999615581,0.0342237025622536,MOYEN
-0.14147687387569818,0.19016754174251904,MOYEN
-0.164518302002155,0.2773313703821447,MOYEN
-0.15095567458606451,0.2092085411910931,MOYEN
-0.07254665606513178,-0.026449450611177205,MOYEN
-0.04662086676041777,-0.07005729984784637,MOYEN
-0.06077936047361243,0.04585615239313956,MOYEN
-0.11993167218990464,0.1870718189411864,MOYEN
0.040598396033827866,0.0009527715702271067,MOYEN
0.07895194001152173,-0.12486244344627195,MOYEN
0.02889366859684439,0.015131352843056334,MOYEN
-0.04903605518765786,-0.03170293201492491,MOYEN
0.03099806405028782,-0.05954168202317778,MOYEN
0.07699840699600058,-0.13213089332591554,MOYEN
0.062046051194270424,0.08923732982804644,MOYEN
-0.027272347669273334,0.20341156675034977,MOYEN
0.11317504024383385,-0.016804747688668797,MOYEN
0.16675922387076136,0.0037976391710881074,MOYEN
0.0904866282867598,0.1534601699064826,MOYEN
0.17968845758648233,-0.023434360756289685,MOYEN
0.14753390687313517,-0.04873279341941483,MOYEN
0.15184852896596346,-0.021749667211634183,MOYEN
0.13149314656629452,0.00798668372300071,MOYEN
0.14477107519546184,0.11486998379300228,MOYEN
0.08973409944745514,0.05366022781828583,MOYEN
0.35159919799445727,0.024663122285864425,MOYEN
-0.1727023325715391,-0.10874949801054168,MOYEN
-0.15662263139017885,-0.07871199931276607,MOYEN
-0.20292049730635808,0.09560906793050439,MOYEN
-0.21387692358332866,0.09813820584802802,MOYEN
-0.1156457677949192,-0.13480664543666698,MOYEN
-0.061744224346230725,-0.1899003657344167,MOYEN
-0.07862470026340662,-0.23827256958232734,MOYEN
-0.06657055221096875,-0.23672949190054382,MOYEN
0.000475587537706712,-0.3830983147119591,MOYEN
0.02563746199783723,-0.38886469987773165,MOYEN
-0.053567126646486996,-0.22406186266783745,MOYEN
-0.13452186268346034,-0.002250644945161362,MOYEN
-0.20202344453797894,0.16688053310190387,MOYEN
-0.14591240215860068,-0.03497573655795794,MOYEN
-0.044076652438793884,-0.3054885353693404,MOYEN
-0.0018943554428136888,-0.24790859251214226,MOYEN
0.13834491245945024,-0.17877376628956387,MOYEN
0.20295040822419463,-0.20437748433223568,MOYEN
0.05019625824458851,-0.03870648846093783,MOYEN
0.0642827255082401,-0.11295452766569714,MOYEN
0.12238520137486697,-0.2271667678159064,MOYEN
0.06606801563237852,-0.21730888702766915,MOYEN
0.06370149850001816,-0.24749119214616755,MOYEN
0.015070462310633914,-0.21935901897582522,MOYEN
-0.023864683428515443,-0.1279191635306418,MOYEN
-0.04771050663487353,-0.04517417227325282,MOYEN
-0.027260338035662635,-0.01093860436869587,MOYEN
-0.021882744440005597,0.05586696681531489,MOYEN
0.029514951117377786,-0.18168995031188917,MOYEN
0.07127499139239668,-0.15197206156611553,MOYEN
0.06396950225454834,-0.2653041250937376,MOYEN
-0.00014326110726514685,-0.13142716186559067,MOYEN
-0.000787847300030009,-0.12049064408817767,MOYEN
0.060472108513595746,-0.2348228817301612,MOYEN
0.047122461803243976,-0.22544727727978486,MOYEN
0.04893564251969473,-0.22474353313392292,MOYEN
0.08232352307134527,-0.29180656212535094,MOYEN
0.4327619070013313,0.1612805759879299,RAPIDE
0.856587872179303,0.2929023778493871,RAPIDE
0.5533992765134184,0.08547070356592723,RAPIDE
0.46126788823312626,0.2915802216834651,RAPIDE
0.37385520814721374,0.14199500784021168,RAPIDE
0.18887920335342057,0.041295285890671884,RAPIDE
0.0936285007119888,-0.007373902846967262,RAPIDE
0.4352955044522282,0.06858261435584367,RAPIDE
0.3701143410129135,0.21198650126778595,RAPIDE
0.24908269691065144,-0.047452195947565556,RAPIDE
0.27432806773603735,-0.04898487492473169,RAPIDE
0.3047977713522645,-0.026110772213231215,RAPIDE
0.3491022375807187,-0.09588207816114735,RAPIDE
0.38557885391777647,0.011232644923594215,RAPIDE
0.38533619572213085,0.19150575611203102,RAPIDE
0.41865376759761097,0.2928944272828211,RAPIDE
0.4519464754320872,0.05815402845310125,RAPIDE
0.43680881897249657,-0.01167383507208708,RAPIDE
0.46770224200544086,-0.08986574614378551,RAPIDE
0.20503920908230855,0.034753992096761444,RAPIDE
0.24235284670863533,0.07284124072557407,RAPIDE
0.3458816782047476,0.05917106315209608,RAPIDE
0.2956118296471426,-0.012019511538139405,RAPIDE
0.3060008716069684,0.04569701518226843,RAPIDE
0.36753150088660425,0.08666874275939751,RAPIDE
0.31718985524501364,0.11508502461585657,RAPIDE
0.12639826766404383,-0.021234706724168717,RAPIDE
0.13374514803016568,-0.11175772832305508,RAPIDE
0.25510179541189615,-0.06740392380532345,RAPIDE
0.37351522179300223,0.06855528935450916,RAPIDE
0.10166234425048715,0.2576642505604303,RAPIDE
0.25418144591776426,0.16641102945661945,RAPIDE
0.22244271016643702,0.3009593906742083,RAPIDE
0.24015260007186146,0.43837523227387676,RAPIDE
0.2420130573635857,0.39406924062205384,RAPIDE
0.2528104887936644,0.2676130544102886,RAPIDE
0.3166330385145042,0.17088629101861397,RAPIDE
0.3211993694345854,0.1776611237367236,RAPIDE
0.27092258540860525,0.36660704322492155,RAPIDE
0.246737643975236,0.4419287442302804,RAPIDE
0.31133475687917156,0.24863460174847862,RAPIDE
0.6417596005781621,0.02748124023204479,RAPIDE
0.6197661364811211,0.028025733033979705,RAPIDE
0.41381660406833953,0.019309361038999384,RAPIDE
0.5413321790786141,0.4692077371413128,RAPIDE
0.6861745884011567,0.5473283186435394,RAPIDE
0.8466465652222535,0.5109045458519055,RAPIDE
0.986414896033011,0.33090275853492557,RAPIDE
0.5190597522990559,0.052171739341042134,RAPIDE
0.45236714671618716,0.11218037768307632,RAPIDE
0.3403306416576828,0.14947444241951935,RAPIDE
0.4340704257312278,0.30038194764983217,RAPIDE
0.4928600048918763,-0.012217826750155147,RAPIDE
0.5957132171441686,0.1278069045791419,RAPIDE
0.4478886452594415,0.016428803832674532,RAPIDE
0.4113173818886784,0.1768421075116109,RAPIDE
0.35698679042627957,0.4319275121696431,RAPIDE
-0.5451112751311648,-0.17008053330970352,RAPIDE
-0.6289542288609783,-0.09839941861370871,RAPIDE
-0.6657530306211492,-0.1638355342207225,RAPIDE
-0.5563732140226734,-0.10138265015962844,RAPIDE
-0.5431048269146393,-0.11742544009120959,RAPIDE
-0.4867049378586773,-0.22184373258986856,RAPIDE
-0.49869092894968925,-0.21857729960799066,RAPIDE
-0.5134337653190059,-0.16578947880932304,RAPIDE
0.14144873330064645,0.0876211583183446,RAPIDE
0.16649814691008813,0.05199717584499641,RAPIDE
0.24136516551688403,-0.07132569302340563,RAPIDE
0.2439974647705938,0.001504719628520057,RAPIDE
0.05403669254725396,0.08802962838943706,RAPIDE
0.2611652091176164,0.03628293346200184,RAPIDE
0.3018796862250881,0.08330376053392996,RAPIDE
0.2209524411943169,-0.09770415781109598,RAPIDE
0.5979313616394613,0.017193447966311837,RAPIDE
0.6195589633117573,0.027885435106134615,RAPIDE
0.6048781806960009,-0.041506152781844996,RAPIDE
0.5701590300153236,0.010399119176808469,RAPIDE
0.5798798674334995,0.12307448144805466,RAPIDE
0.5145244651280232,0.03716712378238629,RAPIDE
0.42302035204424415,-0.14682103601802332,RAPIDE
0.3766003535087106,-0.0952796181457094,RAPIDE
0.6863851983663392,-0.21542291725631202,RAPIDE
0.6674705134447498,-0.2112737284702968,RAPIDE
0.695461490839903,-0.15773307923446822,RAPIDE
0.7086117886639476,-0.10320924744021731,RAPIDE
0.6632129656673584,-0.028092405145823562,RAPIDE
0.6204469711520908,0.0653047361394723,RAPIDE
0.5541092405350123,0.16039196540635814,RAPIDE
0.17524132215164023,0.13263570721635087,RAPIDE
0.1817295769328393,0.06690037130307491,RAPIDE
